"id_customer","id_gender","birthday","newsletter","optin","date_add","date_upd","orders"
"1439","0","0000-00-00","0","0","2018-07-19 21:35:55","2018-07-19 21:35:55","1"
"897","1","1985-03-12","1","1","2017-09-21 01:00:26","2017-09-21 01:00:26","0"
"929","1","1969-12-31","0","0","2017-10-04 13:55:44","2017-10-04 13:55:44","0"
"961","1","2002-06-08","1","1","2017-10-25 23:10:01","2017-10-25 23:10:01","0"
"1025","0","0000-00-00","0","0","2017-12-02 15:27:05","2017-12-02 15:29:07","0"
"1057","1","1997-06-27","1","1","2017-12-28 05:15:59","2017-12-28 05:15:59","0"
"1089","2","0000-00-00","0","0","2018-01-14 22:21:31","2018-01-14 22:21:31","0"
"1121","1","2000-11-24","1","1","2018-01-30 03:03:54","2018-01-30 03:03:54","0"
"1153","0","1970-08-12","1","1","2018-02-15 18:46:41","2018-02-15 18:46:41","0"
"1185","1","1969-12-31","0","0","2018-03-09 14:02:46","2018-03-09 14:02:46","0"
"1217","1","1969-12-31","0","0","2018-03-20 03:03:51","2018-03-20 03:03:51","0"
"1249","1","1969-12-31","0","0","2018-03-31 06:43:37","2018-03-31 06:43:37","0"
"1281","0","0000-00-00","0","0","2018-04-13 17:15:55","2018-04-13 17:17:13","0"
"1313","1","1969-12-31","0","0","2018-04-28 21:34:53","2018-04-28 21:34:53","0"
"1345","0","0000-00-00","0","0","2018-05-17 17:23:55","2018-05-17 17:23:55","0"
"1377","0","0000-00-00","0","0","2018-06-09 03:07:53","2018-06-09 03:07:53","0"
"1409","1","1995-12-14","1","1","2018-06-28 18:45:21","2018-06-28 18:45:21","0"
"1441","1","2005-11-15","1","1","2018-07-21 06:40:42","2018-07-21 06:40:42","0"
"1473","0","0000-00-00","0","0","2018-08-14 16:09:40","2018-08-14 16:11:38","0"
"65","1","1969-12-31","0","0","2016-12-25 02:59:33","2016-12-25 02:59:33","0"
"97","1","1990-10-18","1","0","2017-01-17 11:00:33","2017-01-17 11:00:33","0"
"129","9","1984-12-14","0","1","2017-01-17 11:00:34","2017-01-17 11:00:34","0"
"161","1","1991-08-19","1","1","2017-01-17 11:00:34","2017-01-17 11:00:34","0"
"193","1","1990-01-01","0","0","2017-01-17 11:00:34","2017-01-17 11:00:34","0"
"225","1","1979-06-02","1","1","2017-01-17 11:00:35","2017-01-17 11:00:35","0"
"257","1","1976-07-27","1","1","2017-01-17 11:00:35","2017-01-17 11:00:35","0"
"289","1","1992-01-31","0","0","2017-01-17 11:00:35","2017-01-17 11:00:35","0"
"321","1","1976-05-05","0","1","2017-01-17 11:00:36","2017-01-17 11:00:36","0"
"353","1","1976-07-16","1","1","2017-01-17 11:00:36","2017-01-17 11:00:36","0"
"385","9","1990-04-22","0","0","2017-01-17 11:00:36","2017-01-17 11:00:36","0"
"430","1","1987-11-23","0","0","2017-01-17 11:00:37","2017-01-17 11:00:37","0"
"462","2","1994-09-24","0","0","2017-01-17 11:00:37","2017-01-17 11:00:37","0"
"494","1","1979-09-29","1","1","2017-01-17 11:00:38","2017-01-17 11:00:38","0"
"526","1","1996-04-05","0","0","2017-01-17 11:00:38","2017-01-17 11:00:38","0"
"558","1","1992-10-12","1","1","2017-01-17 11:00:38","2017-02-06 21:08:35","0"
"590","0","1930-03-28","0","0","2017-01-22 22:55:00","2017-01-23 10:35:04","0"
"622","0","0000-00-00","0","0","2017-02-28 11:17:38","2017-02-28 11:17:38","0"
"654","0","0000-00-00","0","0","2017-03-28 13:31:58","2017-03-28 13:31:58","0"
"686","1","1969-12-31","0","0","2017-04-27 23:42:47","2017-04-27 23:42:47","0"
"718","1","1969-12-31","0","0","2017-05-18 17:46:25","2017-05-18 17:46:25","0"
"750","1","1994-06-17","0","1","2017-06-14 20:36:29","2017-06-14 20:36:29","0"
"814","1","1970-06-16","1","1","2017-08-02 16:09:14","2017-08-02 16:09:14","0"
"846","1","1990-04-24","1","1","2017-08-20 12:42:52","2017-08-20 12:42:52","0"
"878","1","0000-00-00","0","0","2017-09-08 20:48:43","2017-09-08 20:48:43","0"
"910","2","0000-00-00","0","0","2017-09-27 00:34:52","2017-10-05 18:23:20","0"
"942","1","1997-04-26","1","1","2017-10-13 01:28:34","2017-10-13 01:28:34","0"
"974","1","0000-00-00","0","0","2017-11-02 02:03:06","2017-11-02 02:03:06","0"
"1006","1","0000-00-00","0","0","2017-11-17 09:21:37","2017-11-17 09:21:37","0"
"1038","2","1992-09-22","0","0","2017-12-14 14:07:52","2017-12-14 14:07:52","0"
"1070","1","1969-12-31","0","0","2018-01-03 16:15:56","2018-01-03 16:15:56","0"
"1102","0","0000-00-00","0","0","2018-01-21 00:54:07","2018-01-21 00:54:07","0"
"1134","1","0000-00-00","0","0","2018-02-05 10:09:31","2018-02-05 10:09:31","0"
"1166","1","1979-12-26","1","1","2018-02-23 17:00:49","2018-02-23 17:00:49","0"
"1230","0","0000-00-00","0","0","2018-03-22 23:33:38","2018-03-22 23:33:38","0"
"1262","0","0000-00-00","0","0","2018-04-06 21:35:31","2018-04-06 21:37:58","0"
"1294","1","1997-06-18","0","1","2018-04-18 15:14:18","2018-04-18 15:14:18","0"
"1326","1","1999-10-01","1","1","2018-05-06 00:03:24","2018-05-06 00:03:24","0"
"1390","1","2004-06-29","1","1","2018-06-14 19:25:58","2018-06-14 19:25:58","0"
"1422","2","0000-00-00","0","0","2018-07-07 19:12:50","2018-07-07 19:12:50","0"
"1454","2","1997-04-21","0","0","2018-07-28 05:38:06","2018-07-28 05:38:06","0"
"1486","0","0000-00-00","0","0","2018-08-28 11:34:09","2018-08-28 11:34:09","0"
"46","1","1969-12-31","0","0","2016-12-06 12:06:45","2016-12-06 12:06:45","0"
"86","0","0000-00-00","0","0","2017-01-12 19:58:42","2018-03-05 16:44:27","9"
"59","1","1990-06-25","0","0","2016-12-19 14:17:38","2017-12-29 13:05:00","7"
"816","1","1969-12-31","0","0","2017-08-04 15:47:14","2017-12-29 13:03:21","5"
"478","1","1979-04-27","0","0","2017-01-17 11:00:37","2017-07-14 11:44:09","5"
"795","1","1987-03-17","0","1","2017-07-19 12:11:42","2017-07-19 12:11:42","4"
"1050","1","1969-12-31","0","0","2017-12-22 09:22:55","2017-12-22 09:22:55","3"
"1204","0","0000-00-00","0","0","2018-03-14 10:24:14","2018-03-14 10:24:14","3"
"1047","1","0000-00-00","0","0","2017-12-19 07:28:26","2017-12-19 07:28:26","3"
"1464","0","0000-00-00","0","0","2018-08-08 15:25:31","2018-08-08 15:25:31","3"
"838","0","0000-00-00","0","0","2017-08-17 21:37:39","2017-08-17 21:37:39","2"
"435","1","1972-07-08","1","0","2017-01-17 11:00:37","2017-04-17 21:56:45","2"
"782","0","1994-04-05","1","0","2017-07-11 21:40:36","2017-07-11 21:40:36","2"
"840","1","1990-06-04","1","0","2017-08-18 15:49:58","2017-08-18 15:49:58","2"
"34","1","1995-05-08","1","1","2016-11-24 18:33:17","2016-11-24 18:33:17","2"
"508","9","1990-01-01","0","0","2017-01-17 11:00:38","2017-07-20 08:47:31","2"
"1304","1","1981-11-26","1","1","2018-04-24 10:36:55","2018-04-24 10:36:55","2"
"1074","1","0000-00-00","0","0","2018-01-04 06:57:44","2018-01-04 06:57:44","2"
"332","1","1976-10-13","0","0","2017-01-17 11:00:36","2017-07-27 12:59:09","1"
"537","1","1982-04-15","1","1","2017-01-17 11:00:38","2017-01-17 11:00:38","1"
"697","1","0000-00-00","0","0","2017-05-08 20:15:58","2017-05-08 20:15:58","1"
"1465","1","2003-03-21","1","1","2018-08-08 22:07:30","2018-08-08 22:07:30","1"
"870","0","0000-00-00","0","0","2017-09-03 20:38:48","2017-12-29 13:08:36","1"
"966","1","1995-02-20","0","0","2017-10-30 14:36:45","2017-10-30 14:36:45","1"
"1158","1","1958-01-28","1","1","2018-02-16 13:58:08","2018-02-16 13:58:08","1"
"1318","1","1978-07-11","1","1","2018-05-02 12:05:04","2018-07-23 20:35:07","1"
"1446","1","1994-01-14","0","0","2018-07-23 19:23:15","2018-07-23 19:23:15","1"
"627","1","1969-12-31","0","0","2017-03-04 18:58:51","2017-03-04 18:58:51","1"
"1011","1","1998-03-13","1","1","2017-11-19 09:12:55","2017-11-19 09:12:55","1"
"1171","1","1969-12-31","0","0","2018-02-26 20:26:40","2018-02-26 20:26:40","1"
"428","1","1990-01-01","1","1","2017-01-17 11:00:37","2017-01-17 11:00:37","0"
"460","1","1987-09-12","0","0","2017-01-17 11:00:37","2017-01-17 11:00:37","0"
"492","1","1981-08-03","0","0","2017-01-17 11:00:38","2017-01-17 11:00:38","0"
"524","9","1973-03-03","1","1","2017-01-17 11:00:38","2017-01-17 11:00:38","0"
"556","2","1987-10-11","0","1","2017-01-17 11:00:38","2017-01-17 11:00:38","0"
"588","0","1954-08-23","0","0","2017-01-21 01:54:41","2017-01-21 10:27:43","0"
"620","1","1976-09-16","1","1","2017-02-24 16:34:05","2017-02-24 16:34:05","0"
"652","2","1969-12-31","0","0","2017-03-25 19:47:44","2017-03-25 19:47:44","0"
"684","1","0000-00-00","0","0","2017-04-26 23:02:01","2017-04-26 23:02:01","0"
"716","0","0000-00-00","0","0","2017-05-18 10:35:12","2017-05-18 10:35:12","0"
"748","1","1969-12-31","0","0","2017-06-14 14:48:01","2017-06-14 14:48:01","0"
"780","1","1976-04-19","1","1","2017-07-11 17:42:36","2017-07-11 17:42:36","0"
"812","1","1998-04-04","1","1","2017-08-01 21:48:51","2017-08-01 21:48:51","0"
"844","1","0000-00-00","0","0","2017-08-19 19:10:52","2017-08-19 19:10:52","0"
"876","1","1969-12-31","0","0","2017-09-07 16:04:31","2017-09-07 16:04:31","0"
"908","1","1989-04-28","1","1","2017-09-25 18:13:35","2017-09-25 18:13:35","0"
"940","1","1977-09-26","0","0","2017-10-11 14:47:15","2018-03-29 13:29:04","0"
"972","1","1986-12-18","1","1","2017-11-01 16:47:32","2017-11-01 16:47:32","0"
"1004","1","1969-12-31","0","0","2017-11-16 00:42:10","2017-11-16 00:42:10","0"
"1036","0","0000-00-00","0","0","2017-12-13 14:19:33","2017-12-13 14:19:55","0"
"1068","1","1982-01-02","1","1","2018-01-03 11:16:13","2018-01-03 11:16:13","0"
"1100","1","1995-04-22","0","0","2018-01-19 19:10:36","2018-01-19 19:10:36","0"
"1132","1","2005-04-15","0","0","2018-02-04 18:06:21","2018-02-04 18:06:21","0"
"1164","1","1969-12-31","0","0","2018-02-21 20:37:53","2018-02-21 20:37:53","0"
"1196","1","1969-12-31","0","0","2018-03-12 14:54:34","2018-03-12 14:54:34","0"
"1228","1","1969-12-31","0","0","2018-03-21 23:42:39","2018-03-21 23:42:39","0"
"1260","0","0000-00-00","0","0","2018-04-06 13:19:47","2018-04-06 13:19:47","0"
"1292","1","1969-12-31","0","0","2018-04-18 10:36:42","2018-04-18 10:36:42","0"
"1324","1","1994-07-14","0","1","2018-05-05 12:38:04","2018-05-05 12:38:04","0"
"1356","0","0000-00-00","0","0","2018-05-29 12:35:22","2018-05-29 12:36:47","0"
"1388","0","1992-11-04","1","1","2018-06-14 12:59:36","2018-06-14 13:03:27","0"
